"","binID","start","cata","aRead","bRead","aNorm","bNorm"
"9596","chrY_87081100","87081000",2,4,9,40,45
"17537","chrY_87081500","87081400",3,8,15,72.7272727,78.9473684
"9597","chrY_87081500","87081400",2,3,4,27.2727273,21.0526316
"17538","chrY_87082400","87082300",3,16,24,94.1176471,72.7272727
"9598","chrY_87082400","87082300",2,1,9,5.8823529,27.2727273
"17539","chrY_87082800","87082700",3,12,25,63.1578947,71.4285714
"9599","chrY_87082800","87082700",2,7,10,36.8421053,28.5714286
"17540","chrY_87083200","87083100",3,7,7,87.5,53.8461538
"9600","chrY_87083200","87083100",2,1,6,12.5,46.1538462
"17541","chrY_87084200","87084100",3,18,36,75,85.7142857
"9601","chrY_87084200","87084100",2,6,6,25,14.2857142
"17542","chrY_87085000","87084900",3,8,14,100,100
"17543","chrY_87085600","87085500",3,18,12,78.2608696,85.7142857
"9602","chrY_87085600","87085500",2,5,2,21.7391304,14.2857143
"17544","chrY_87087100","87087000",3,8,23,80,88.4615385
"9603","chrY_87087100","87087000",2,2,3,20,11.5384615
"17545","chrY_87095500","87095400",3,24,21,43.6363636,40.3846154
"9604","chrY_87095500","87095400",2,22,23,40,44.2307692
"3360","chrY_87095500","87095400",1,9,8,16.3636364,15.3846154
"17546","chrY_87152300","87152200",3,15,12,100,100
"17547","chrY_87219200","87219100",3,2,3,15.3846154,20
"9605","chrY_87219200","87219100",2,3,4,23.0769231,26.6666667
"3361","chrY_87219200","87219100",1,8,8,61.5384615,53.3333333
"17548","chrY_87243500","87243400",3,21,12,100,100
"17549","chrY_87244900","87244800",3,13,14,92.8571429,77.7777778
"9606","chrY_87244900","87244800",2,1,4,7.1428571,22.2222222
"17550","chrY_87246400","87246300",3,9,10,100,100
"17551","chrY_87258700","87258600",3,8,13,100,100
"17552","chrY_87258800","87258700",3,18,13,81.8181818,100
"9607","chrY_87258800","87258700",2,4,0,18.1818182,0
"17553","chrY_87259400","87259300",3,6,9,60,52.9411765
"9608","chrY_87259400","87259300",2,1,7,10,41.1764706
"3362","chrY_87259400","87259300",1,3,1,30,5.8823529
"17554","chrY_87260200","87260100",3,12,29,100,100
"17555","chrY_87283800","87283700",3,10,15,76.9230769,88.2352941
"9609","chrY_87283800","87283700",2,3,2,23.0769231,11.7647059
"17556","chrY_87286500","87286400",3,5,11,38.4615385,84.6153846
"9610","chrY_87286500","87286400",2,8,2,61.5384615,15.3846154
"17557","chrY_87287000","87286900",3,25,14,100,100
"17558","chrY_87293500","87293400",3,11,16,55,69.5652174
"9611","chrY_87293500","87293400",2,9,7,45,30.4347826
"17559","chrY_87296700","87296600",3,9,13,69.2307692,92.8571429
"9612","chrY_87296700","87296600",2,4,1,30.7692308,7.1428571
"17560","chrY_87298100","87298000",3,6,14,46.1538462,66.6666667
"9613","chrY_87298100","87298000",2,7,7,53.8461539,33.3333333
"17561","chrY_87300900","87300800",3,8,16,88.8888889,84.2105263
"3363","chrY_87300900","87300800",1,1,3,11.1111111,15.7894737
"17562","chrY_87301000","87300900",3,12,16,70.5882353,61.5384615
"9614","chrY_87301000","87300900",2,3,7,17.6470588,26.9230769
"3364","chrY_87301000","87300900",1,2,3,11.7647059,11.5384615
"17563","chrY_87302400","87302300",3,7,14,63.6363636,93.3333333
"9615","chrY_87302400","87302300",2,4,1,36.3636364,6.6666667
"17564","chrY_87302700","87302600",3,11,9,52.3809524,37.5
"9616","chrY_87302700","87302600",2,9,12,42.8571429,50
"3365","chrY_87302700","87302600",1,1,3,4.7619048,12.5
"17565","chrY_87303900","87303800",3,10,21,76.9230769,80.7692308
"9617","chrY_87303900","87303800",2,3,5,23.0769231,19.2307692
"17566","chrY_87304800","87304700",3,13,18,61.9047619,58.0645161
"9618","chrY_87304800","87304700",2,8,13,38.0952381,41.9354839
"17567","chrY_87306300","87306200",3,11,17,91.6666667,70.8333333
"9619","chrY_87306300","87306200",2,1,7,8.3333333,29.1666667
"17568","chrY_87307700","87307600",3,13,14,68.4210526,70
"9620","chrY_87307700","87307600",2,4,3,21.0526316,15
"3366","chrY_87307700","87307600",1,2,3,10.5263158,15
"17569","chrY_87309500","87309400",3,12,19,63.1578947,67.8571429
"9621","chrY_87309500","87309400",2,7,9,36.8421053,32.1428572
"17570","chrY_87310400","87310300",3,12,19,92.3076923,79.1666667
"9622","chrY_87310400","87310300",2,1,5,7.6923077,20.8333333
"17571","chrY_87320500","87320400",3,6,10,60,71.4285714
"9623","chrY_87320500","87320400",2,1,3,10,21.4285714
"3367","chrY_87320500","87320400",1,3,1,30,7.1428571
"17572","chrY_87381500","87381400",3,7,8,70,80
"9624","chrY_87381500","87381400",2,3,2,30,20
"17573","chrY_87393900","87393800",3,6,6,50,60
"3368","chrY_87393900","87393800",1,6,4,50,40
"17574","chrY_87404800","87404700",3,12,17,75,94.4444444
"9625","chrY_87404800","87404700",2,4,1,25,5.5555556
"17575","chrY_87411900","87411800",3,9,10,100,100
"17576","chrY_87421100","87421000",3,4,6,17.3913043,42.8571429
"9626","chrY_87421100","87421000",2,16,7,69.5652174,50
"3369","chrY_87421100","87421000",1,3,1,13.0434783,7.1428571
"17577","chrY_87428600","87428500",3,17,7,85,58.3333333
"9627","chrY_87428600","87428500",2,3,5,15,41.6666667
"17578","chrY_87458400","87458300",3,4,5,40,38.4615385
"9628","chrY_87458400","87458300",2,2,3,20,23.0769231
"3370","chrY_87458400","87458300",1,4,5,40,38.4615385
"17579","chrY_87460200","87460100",3,18,20,100,100
"17580","chrY_87463800","87463700",3,7,17,100,100
"17581","chrY_87463900","87463800",3,18,18,64.2857143,69.2307692
"9629","chrY_87463900","87463800",2,7,6,25,23.076923
"3371","chrY_87463900","87463800",1,3,2,10.7142857,7.6923077
"17582","chrY_87481000","87480900",3,10,3,43.4782609,27.2727273
"9630","chrY_87481000","87480900",2,9,7,39.1304348,63.6363636
"3372","chrY_87481000","87480900",1,4,1,17.3913043,9.0909091
"17583","chrY_87491100","87491000",3,19,14,82.6086957,82.3529412
"3373","chrY_87491100","87491000",1,4,3,17.3913043,17.6470588
"17584","chrY_87505500","87505400",3,10,11,45.4545455,39.2857143
"9631","chrY_87505500","87505400",2,10,15,45.4545455,53.5714286
"3374","chrY_87505500","87505400",1,2,2,9.0909091,7.1428571
"17585","chrY_87505900","87505800",3,10,17,58.8235294,73.9130435
"9632","chrY_87505900","87505800",2,3,3,17.6470588,13.0434783
"3375","chrY_87505900","87505800",1,4,3,23.5294118,13.0434783
"17586","chrY_87512100","87512000",3,8,13,100,100
"17587","chrY_87512300","87512200",3,13,15,100,100
"17588","chrY_87512500","87512400",3,14,27,100,100
"17589","chrY_87516400","87516300",3,16,36,80,76.5957447
"9633","chrY_87516400","87516300",2,4,6,20,12.7659575
"3376","chrY_87516400","87516300",1,0,5,0,10.6382979
"17590","chrY_87516500","87516400",3,5,21,45.4545455,55.2631579
"9634","chrY_87516500","87516400",2,5,12,45.4545455,31.5789473
"3377","chrY_87516500","87516400",1,1,5,9.0909091,13.1578947
"17591","chrY_87535100","87535000",3,23,11,92,64.7058824
"9635","chrY_87535100","87535000",2,2,6,8,35.2941176
"17592","chrY_87566400","87566300",3,13,10,61.9047619,55.5555556
"3378","chrY_87566400","87566300",1,8,8,38.0952381,44.4444444
"17593","chrY_87594400","87594300",3,11,21,50,50
"9636","chrY_87594400","87594300",2,8,15,36.3636364,35.7142857
"3379","chrY_87594400","87594300",1,3,6,13.6363636,14.2857143
"17594","chrY_87594500","87594400",3,6,6,75,54.5454545
"9637","chrY_87594500","87594400",2,2,5,25,45.4545455
"17595","chrY_87609100","87609000",3,3,4,23.0769231,44.4444444
"9638","chrY_87609100","87609000",2,7,3,53.8461538,33.3333333
"3380","chrY_87609100","87609000",1,3,2,23.0769231,22.2222222
"17596","chrY_87639400","87639300",3,5,8,38.4615385,53.3333333
"9639","chrY_87639400","87639300",2,7,4,53.8461538,26.6666667
"3381","chrY_87639400","87639300",1,1,3,7.6923077,20
"17597","chrY_87640400","87640300",3,8,7,61.5384615,63.6363636
"9640","chrY_87640400","87640300",2,5,4,38.4615385,36.3636364
"17598","chrY_87654600","87654500",3,11,8,73.3333333,57.1428571
"9641","chrY_87654600","87654500",2,1,5,6.6666667,35.7142857
"3382","chrY_87654600","87654500",1,3,1,20,7.1428571
"9642","chrY_87675900","87675800",2,3,1,23.0769231,10
"3383","chrY_87675900","87675800",1,10,9,76.923077,90
"17599","chrY_87681400","87681300",3,5,7,71.4285714,70
"9643","chrY_87681400","87681300",2,2,3,28.5714286,30
"17600","chrY_87681700","87681600",3,7,9,58.3333333,81.8181818
"9644","chrY_87681700","87681600",2,5,2,41.6666667,18.1818182
"17601","chrY_87682800","87682700",3,3,13,30,59.0909091
"9645","chrY_87682800","87682700",2,4,7,40,31.8181818
"3384","chrY_87682800","87682700",1,3,2,30,9.0909091
"17602","chrY_87683900","87683800",3,15,36,83.3333333,83.7209302
"9646","chrY_87683900","87683800",2,3,7,16.6666667,16.2790698
"17603","chrY_87685400","87685300",3,10,12,100,100
"17604","chrY_87692200","87692100",3,11,20,55,62.5
"9647","chrY_87692200","87692100",2,5,5,25,15.625
"3385","chrY_87692200","87692100",1,4,7,20,21.875
"17605","chrY_87693300","87693200",3,9,12,100,100
"17606","chrY_87715800","87715700",3,11,6,100,100
"17607","chrY_87715900","87715800",3,12,8,100,100
"17608","chrY_87721300","87721200",3,12,14,80,77.7777778
"3386","chrY_87721300","87721200",1,3,4,20,22.2222222
"17609","chrY_87724800","87724700",3,4,5,26.6666667,38.4615385
"9648","chrY_87724800","87724700",2,11,8,73.3333334,61.5384616
"17610","chrY_87725800","87725700",3,16,21,84.2105263,77.7777778
"9649","chrY_87725800","87725700",2,3,6,15.7894737,22.2222222
"17611","chrY_87726000","87725900",3,14,25,70,69.4444444
"9650","chrY_87726000","87725900",2,6,11,30,30.5555555
"17612","chrY_87726900","87726800",3,8,5,47.0588235,55.5555556
"9651","chrY_87726900","87726800",2,9,4,52.9411765,44.4444444
"17613","chrY_87727700","87727600",3,8,12,80,63.1578947
"9652","chrY_87727700","87727600",2,2,3,20,15.7894737
"3387","chrY_87727700","87727600",1,0,4,0,21.0526316
"17614","chrY_87727800","87727700",3,23,48,85.1851852,100
"9653","chrY_87727800","87727700",2,4,0,14.8148148,0
"17615","chrY_87730700","87730600",3,7,16,25.9259259,30.1886792
"9654","chrY_87730700","87730600",2,10,26,37.037037,49.0566038
"3388","chrY_87730700","87730600",1,10,11,37.037037,20.754717
"17616","chrY_87730800","87730700",3,19,33,76,86.8421053
"9655","chrY_87730800","87730700",2,3,3,12,7.8947368
"3389","chrY_87730800","87730700",1,3,2,12,5.2631579
"17617","chrY_87732400","87732300",3,13,11,100,100
"17618","chrY_87733700","87733600",3,18,19,90,52.7777778
"9656","chrY_87733700","87733600",2,2,17,10,47.2222223
"17619","chrY_87733800","87733700",3,27,31,96.4285714,81.5789473
"9657","chrY_87733800","87733700",2,1,7,3.5714286,18.4210526
"17620","chrY_87735200","87735100",3,12,5,92.3076923,62.5
"9658","chrY_87735200","87735100",2,1,3,7.6923077,37.5
"17621","chrY_87736200","87736100",3,3,11,15.7894737,39.2857143
"9659","chrY_87736200","87736100",2,13,9,68.4210527,32.1428571
"3390","chrY_87736200","87736100",1,3,8,15.7894737,28.5714286
"17622","chrY_87737600","87737500",3,15,8,78.9473684,53.3333333
"9660","chrY_87737600","87737500",2,3,4,15.7894737,26.6666667
"3391","chrY_87737600","87737500",1,1,3,5.2631579,20
"17623","chrY_87739600","87739500",3,6,4,33.3333333,30.7692308
"9661","chrY_87739600","87739500",2,12,9,66.6666667,69.2307692
"17624","chrY_87739700","87739600",3,12,15,46.1538462,46.875
"9662","chrY_87739700","87739600",2,14,17,53.8461538,53.125
"17625","chrY_87739800","87739700",3,13,12,72.2222222,66.6666667
"9663","chrY_87739800","87739700",2,5,6,27.7777778,33.3333334
"17626","chrY_87739900","87739800",3,21,16,80.7692308,76.1904762
"9664","chrY_87739900","87739800",2,5,5,19.2307692,23.8095238
"17627","chrY_87740000","87739900",3,37,36,61.6666667,72
"9665","chrY_87740000","87739900",2,13,13,21.6666666,26
"3392","chrY_87740000","87739900",1,10,1,16.6666667,2
"17628","chrY_87740400","87740300",3,8,5,66.6666667,33.3333333
"9666","chrY_87740400","87740300",2,2,8,16.6666666,53.3333334
"3393","chrY_87740400","87740300",1,2,2,16.6666667,13.3333333
"17629","chrY_87740600","87740500",3,13,14,54.1666667,63.6363636
"9667","chrY_87740600","87740500",2,8,5,33.3333334,22.7272727
"3394","chrY_87740600","87740500",1,3,3,12.5,13.6363636
"17630","chrY_87747600","87747500",3,7,5,77.7777778,50
"9668","chrY_87747600","87747500",2,2,5,22.2222222,50
"17631","chrY_87756600","87756500",3,14,10,93.3333333,71.4285714
"9669","chrY_87756600","87756500",2,1,4,6.6666667,28.5714286
"17632","chrY_87771400","87771300",3,15,20,78.9473684,95.2380952
"9670","chrY_87771400","87771300",2,4,1,21.0526316,4.7619048
"17633","chrY_87772100","87772000",3,12,12,70.5882353,60
"9671","chrY_87772100","87772000",2,5,8,29.4117647,40
"17634","chrY_87772800","87772700",3,28,19,84.8484848,90.4761905
"9672","chrY_87772800","87772700",2,5,2,15.1515152,9.5238095
"17635","chrY_87776600","87776500",3,19,18,86.3636364,94.7368421
"9673","chrY_87776600","87776500",2,3,1,13.6363636,5.2631579
"17636","chrY_87776800","87776700",3,48,46,97.9591837,93.877551
"9674","chrY_87776800","87776700",2,1,3,2.0408163,6.122449
"17637","chrY_87780300","87780200",3,7,12,29.1666667,50
"9675","chrY_87780300","87780200",2,17,12,70.8333334,50
"17638","chrY_87785000","87784900",3,14,28,100,87.5
"9676","chrY_87785000","87784900",2,0,4,0,12.5
"17639","chrY_87785100","87785000",3,15,26,62.5,59.0909091
"9677","chrY_87785100","87785000",2,4,11,16.6666667,25
"3395","chrY_87785100","87785000",1,5,7,20.8333333,15.9090909
"17640","chrY_87790400","87790300",3,20,20,100,100
"17641","chrY_87791300","87791200",3,10,10,100,100
"17642","chrY_87791900","87791800",3,6,4,37.5,50
"9678","chrY_87791900","87791800",2,6,4,37.5,50
"3396","chrY_87791900","87791800",1,4,0,25,0
"17643","chrY_87792000","87791900",3,10,12,55.5555556,63.1578947
"9679","chrY_87792000","87791900",2,1,3,5.5555556,15.7894737
"3397","chrY_87792000","87791900",1,7,4,38.8888889,21.0526316
"17644","chrY_87809000","87808900",3,10,8,50,88.8888889
"9680","chrY_87809000","87808900",2,10,1,50,11.1111111
"17645","chrY_87816200","87816100",3,10,5,83.3333333,62.5
"9681","chrY_87816200","87816100",2,2,3,16.6666667,37.5
"17646","chrY_87828000","87827900",3,4,2,30.7692308,18.1818182
"9682","chrY_87828000","87827900",2,3,4,23.0769231,36.3636364
"3398","chrY_87828000","87827900",1,6,5,46.1538462,45.4545455
"17647","chrY_87830700","87830600",3,5,8,55.5555556,88.8888889
"9683","chrY_87830700","87830600",2,4,1,44.4444444,11.1111111
"17648","chrY_87839300","87839200",3,12,9,75,50
"9684","chrY_87839300","87839200",2,2,2,12.5,11.1111111
"3399","chrY_87839300","87839200",1,2,7,12.5,38.8888889
"17649","chrY_87852700","87852600",3,7,7,70,77.7777778
"9685","chrY_87852700","87852600",2,3,2,30,22.2222222
"17650","chrY_87857300","87857200",3,11,17,57.8947368,80.952381
"9686","chrY_87857300","87857200",2,8,4,42.1052632,19.0476191
"17651","chrY_87858600","87858500",3,3,10,27.2727273,52.6315789
"9687","chrY_87858600","87858500",2,4,8,36.3636364,42.1052632
"3400","chrY_87858600","87858500",1,4,1,36.3636364,5.2631579
"17652","chrY_87871400","87871300",3,15,6,100,60
"9688","chrY_87871400","87871300",2,0,4,0,40
"17653","chrY_87877400","87877300",3,8,19,100,100
"17654","chrY_87881700","87881600",3,19,17,82.6086957,89.4736842
"3401","chrY_87881700","87881600",1,4,2,17.3913043,10.5263158
"17655","chrY_87885000","87884900",3,4,2,44.4444444,16.6666667
"9689","chrY_87885000","87884900",2,5,5,55.5555556,41.6666667
"3402","chrY_87885000","87884900",1,0,5,0,41.6666667
"17656","chrY_87894500","87894400",3,22,23,81.4814815,85.1851851
"9690","chrY_87894500","87894400",2,5,4,18.5185185,14.8148148
"17657","chrY_87896000","87895900",3,6,14,27.2727273,58.3333333
"9691","chrY_87896000","87895900",2,6,9,27.2727272,37.5
"3403","chrY_87896000","87895900",1,10,1,45.4545454,4.1666667
"17658","chrY_87897800","87897700",3,8,12,100,100
"17659","chrY_87898500","87898400",3,19,14,86.3636364,82.3529412
"9692","chrY_87898500","87898400",2,3,3,13.6363636,17.6470588
"17660","chrY_87912100","87912000",3,12,28,66.6666667,82.3529412
"9693","chrY_87912100","87912000",2,2,3,11.1111111,8.8235294
"3404","chrY_87912100","87912000",1,4,3,22.2222222,8.8235294
"17661","chrY_87915700","87915600",3,10,24,83.3333333,88.8888889
"9694","chrY_87915700","87915600",2,2,3,16.6666667,11.1111111
"17662","chrY_87925100","87925000",3,6,3,33.3333333,16.6666667
"9695","chrY_87925100","87925000",2,11,11,61.1111111,61.1111111
"3405","chrY_87925100","87925000",1,1,4,5.5555556,22.2222222
"17663","chrY_87958300","87958200",3,9,23,60,79.3103448
"9696","chrY_87958300","87958200",2,2,2,13.3333333,6.8965517
"3406","chrY_87958300","87958200",1,4,4,26.6666667,13.7931034
"17664","chrY_87961800","87961700",3,9,7,99.9999999,100
"17665","chrY_87962000","87961900",3,6,15,37.5,65.2173913
"9697","chrY_87962000","87961900",2,10,8,62.5,34.7826086
"17666","chrY_87962400","87962300",3,14,16,66.6666667,57.1428571
"9698","chrY_87962400","87962300",2,5,9,23.8095238,32.1428572
"3407","chrY_87962400","87962300",1,2,3,9.5238095,10.7142857
"17667","chrY_87998200","87998100",3,14,7,66.6666667,43.75
"9699","chrY_87998200","87998100",2,3,6,14.2857143,37.5
"3408","chrY_87998200","87998100",1,4,3,19.047619,18.75
"17668","chrY_87998300","87998200",3,9,9,100,100
"17669","chrY_88013400","88013300",3,13,8,65,66.6666667
"9700","chrY_88013400","88013300",2,5,1,25,8.3333333
"3409","chrY_88013400","88013300",1,2,3,10,25
"17670","chrY_88015300","88015200",3,14,42,100,99.9999999
"17671","chrY_88015400","88015300",3,16,47,100,100
"17672","chrY_88017000","88016900",3,9,19,75,86.3636364
"9701","chrY_88017000","88016900",2,3,3,25,13.6363636
"17673","chrY_88017100","88017000",3,4,3,36.3636364,27.2727273
"9702","chrY_88017100","88017000",2,7,3,63.6363637,27.2727273
"3410","chrY_88017100","88017000",1,0,5,0,45.4545455
"17674","chrY_88017900","88017800",3,2,2,15.3846154,20
"9703","chrY_88017900","88017800",2,7,7,53.8461539,70
"3411","chrY_88017900","88017800",1,4,1,30.7692308,10
"17675","chrY_88021500","88021400",3,7,18,100,100
"17676","chrY_88022900","88022800",3,19,22,52.7777778,50
"9704","chrY_88022900","88022800",2,11,12,30.5555556,27.2727273
"3412","chrY_88022900","88022800",1,6,10,16.6666667,22.7272727
"17677","chrY_88032100","88032000",3,15,23,41.6666667,53.4883721
"9705","chrY_88032100","88032000",2,11,13,30.5555556,30.2325581
"3413","chrY_88032100","88032000",1,10,7,27.7777778,16.2790698
"17678","chrY_88040200","88040100",3,11,21,78.5714286,80.7692308
"9706","chrY_88040200","88040100",2,3,5,21.4285714,19.2307692
"17679","chrY_88052900","88052800",3,17,21,70.8333333,84
"9707","chrY_88052900","88052800",2,7,4,29.1666666,16
"17680","chrY_88086300","88086200",3,10,8,71.4285714,47.0588235
"9708","chrY_88086300","88086200",2,4,9,28.5714286,52.9411765
"17681","chrY_88098800","88098700",3,2,6,20,54.5454545
"9709","chrY_88098800","88098700",2,6,2,60,18.1818182
"3414","chrY_88098800","88098700",1,2,3,20,27.2727273
"17682","chrY_88110300","88110200",3,6,5,66.6666667,55.5555556
"9710","chrY_88110300","88110200",2,3,4,33.3333333,44.4444444
"17683","chrY_88136700","88136600",3,6,5,75,45.4545455
"9711","chrY_88136700","88136600",2,2,6,25,54.5454545
"17684","chrY_88151200","88151100",3,13,7,86.6666667,77.7777778
"3415","chrY_88151200","88151100",1,2,2,13.3333333,22.2222222
"17685","chrY_88183500","88183400",3,12,25,80,83.3333333
"9712","chrY_88183500","88183400",2,1,3,6.6666667,10
"3416","chrY_88183500","88183400",1,2,2,13.3333333,6.6666667
"17686","chrY_88185500","88185400",3,9,5,64.2857143,55.5555556
"9713","chrY_88185500","88185400",2,5,4,35.7142857,44.4444444
"17687","chrY_88185600","88185500",3,11,8,100,100
"17688","chrY_88185700","88185600",3,36,36,56.25,55.3846154
"9714","chrY_88185700","88185600",2,16,14,25,21.5384615
"3417","chrY_88185700","88185600",1,12,15,18.75,23.0769231
"17689","chrY_88185900","88185800",3,13,15,92.8571429,83.3333333
